u,i,weight,ts,label,idx
867,169,1,1307303079.31732,1,3752
379,735,2,1307306213.35465,1,3753
735,379,2,1307306326.33784,1,3754
722,868,1,1307309182.23785,1,3755
792,735,3,1307309182.87386,1,3756
868,722,1,1307309193.60616,1,3757
46,870,1,1307309198.90491,1,3758
46,199,1,1307309203.34316,1,3759
7,713,2,1307309551.7803,1,3760
713,7,2,1307309575.8694,1,3761
752,7,1,1307309772.63508,1,3762
7,752,1,1307309824.91413,1,3763
199,46,1,1307309914.88081,1,3764
868,871,1,1307309993.23655,1,3765
871,868,10,1307310168.19733,1,3766
871,509,10,1307310180.61034,1,3767
871,792,10,1307310216.93699,1,3768
692,872,2,1307311086.29662,1,3769
188,357,2,1307311785.83416,1,3770
357,188,1,1307311888.48653,1,3771
872,692,2,1307313302.69281,1,3772
692,873,2,1307313334.32886,1,3773
873,692,2,1307313359.31407,1,3774
863,862,1,1307313660.30413,1,3775
869,868,3,1307313973.47947,1,3777
868,869,2,1307313986.93872,1,3778
792,846,3,1307314209.28846,1,3779
702,199,2,1307314442.73387,1,3780
199,702,3,1307314447.68682,1,3781
866,199,1,1307314794.05369,1,3782
46,618,1,1307317278.44139,1,3785
618,46,1,1307317298.19966,1,3786
522,874,1,1307318426.93653,1,3787
874,522,1,1307319029.3341,1,3788
872,875,5,1307319642.53162,1,3789
875,872,5,1307319901.87192,1,3790
875,730,4,1307322152.91882,1,3792
441,876,1,1307322164.19876,1,3793
876,441,1,1307322433.41482,1,3794
792,674,3,1307322438.26023,1,3795
730,875,4,1307324438.40838,1,3798
672,76,2,1307326771.04951,1,3799
868,764,1,1307330908.68188,1,3802
229,344,4,1307332314.4254,1,3803
229,261,4,1307332406.63635,1,3804
674,751,2,1307333229.14966,1,3805
868,877,1,1307333334.24378,1,3806
751,674,2,1307334132.84452,1,3807
483,878,1,1307334173.73013,1,3808
878,483,1,1307334219.65413,1,3809
758,792,2,1307336710.80479,1,3811
877,868,1,1307336939.05872,1,3812
456,795,1,1307337285.22778,1,3813
795,456,1,1307337289.82096,1,3814
868,484,1,1307337490.02849,1,3815
484,868,1,1307337681.34038,1,3816
868,879,1,1307340714.10758,1,3820
879,868,1,1307341458.42379,1,3822
256,880,3,1307342344.42957,1,3823
784,441,5,1307348378.17804,1,3824
441,784,2,1307349320.1487,1,3825
685,880,2,1307350160.77838,1,3826
881,880,2,1307352306.31811,1,3827
685,882,1,1307353691.53821,1,3828
882,685,1,1307353714.17449,1,3829
882,618,1,1307354459.74984,1,3830
618,882,1,1307354479.19912,1,3831
866,484,4,1307355803.36855,1,3832
730,618,2,1307358365.91677,1,3835
798,28,1,1307358487.0961,1,3836
618,730,2,1307358569.85782,1,3837
28,798,1,1307358823.4998,1,3838
667,574,1,1307360818.00286,1,3839
344,851,1,1307362297.84213,1,3840
429,885,3,1307362523.28444,1,3841
885,429,4,1307362727.13064,1,3842
851,344,1,1307362729.03232,1,3843
730,886,2,1307363916.83789,1,3844
886,730,2,1307364155.16864,1,3845
307,735,2,1307364560.86925,1,3846
604,379,1,1307365942.19573,1,3847
379,604,1,1307365964.49416,1,3848
730,887,2,1307366355.63931,1,3849
887,730,2,1307366391.30285,1,3850
730,888,2,1307366697.65788,1,3851
614,889,1,1307367862.43009,1,3852
730,695,2,1307368993.31189,1,3855
889,614,1,1307369392.0123,1,3856
695,730,3,1307369652.66484,1,3857
866,7,2,1307370034.94159,1,3858
890,379,1,1307370434.1634,1,3859
827,868,2,1307375608.58364,1,3860
798,891,6,1307375700.06838,1,3861
891,798,6,1307375764.34968,1,3862
727,507,1,1307376222.56806,1,3863
507,727,2,1307376328.67295,1,3864
798,27,2,1307376516.16748,1,3865
727,893,1,1307376712.51818,1,3866
868,889,1,1307378436.71237,1,3867
889,868,1,1307378713.2701,1,3868
69,891,1,1307379047.45676,1,3869
893,727,1,1307379139.34506,1,3870
891,69,1,1307380455.20856,1,3871
536,423,3,1307380539.2338,1,3872
735,307,2,1307380575.29387,1,3873
868,888,1,1307380784.3054,1,3874
888,868,1,1307380867.01305,1,3875
692,866,-1,1307381308.00206,-1,3876
107,765,1,1307382414.04535,1,3877
196,894,1,1307382653.43692,1,3878
765,107,1,1307382661.57865,1,3879
894,196,1,1307382692.76551,1,3880
888,730,1,1307382956.47435,1,3881
802,792,1,1307387427.6,1,3882
335,735,1,1307388018.43819,1,3883
539,234,1,1307388912.67239,1,3884
234,539,1,1307388925.31295,1,3885
404,896,2,1307389499.9645,1,3887
735,335,1,1307391609.73065,1,3888
140,897,1,1307391832.24938,1,3889
897,140,2,1307391980.11882,1,3890
845,813,2,1307392257.59706,1,3891
735,792,1,1307392323.35785,1,3892
813,845,2,1307392695.89937,1,3893
887,792,3,1307393008.83915,1,3894
792,887,3,1307393054.91674,1,3895
792,866,-10,1307393671.02821,-1,3897
199,866,-10,1307394726.99769,-1,3898
436,486,2,1307394862.98893,1,3899
486,436,2,1307394936.12091,1,3900
728,536,3,1307396013.59157,1,3901
536,728,1,1307397045.55975,1,3902
867,866,-10,1307400281.62821,-1,3903
740,20,2,1307400282.43403,1,3904
898,883,1,1307400727.62534,1,3905
868,899,1,1307402154.91449,1,3906
69,900,1,1307402449.98592,1,3907
899,868,1,1307402481.58416,1,3908
702,107,1,1307404504.87316,1,3909
798,902,1,1307404846.81546,1,3910
587,30,1,1307405233.90901,1,3911
845,863,2,1307405729.79552,1,3912
863,845,1,1307405789.86448,1,3913
647,888,1,1307406319.37556,1,3914
903,904,3,1307407377.15242,1,3915
904,903,3,1307408313.33077,1,3916
883,880,10,1307413682.2623,1,3917
695,15,1,1307413792.57108,1,3918
845,906,2,1307415265.16121,1,3920
906,845,3,1307416472.41749,1,3921
857,495,5,1307417632.73884,1,3922
857,496,5,1307417749.38003,1,3923
849,404,3,1307422079.60298,1,3926
404,849,1,1307422102.63888,1,3927
901,18,5,1307433212.03896,1,3929
7,908,2,1307434058.12023,1,3930
908,7,2,1307434441.17457,1,3931
755,27,1,1307434452.08282,1,3932
27,755,1,1307434527.77049,1,3933
574,667,2,1307435045.06822,1,3934
897,20,2,1307436992.51598,1,3935
20,897,2,1307437066.00411,1,3936
759,909,2,1307441530.67792,1,3939
335,910,1,1307445203.66917,1,3940
910,335,1,1307445871.54997,1,3941
222,911,1,1307448159.44496,1,3942
911,222,1,1307448182.37805,1,3943
674,685,3,1307449996.49241,1,3944
695,792,5,1307451253.11567,1,3945
307,891,1,1307451347.87808,1,3946
882,854,10,1307453986.47803,1,3947
686,792,1,1307455334.75495,1,3948
686,840,3,1307455516.63898,1,3949
840,686,3,1307455545.70831,1,3950
877,912,2,1307459823.36654,1,3951
912,877,2,1307459824.40865,1,3952
360,234,1,1307462061.91738,1,3955
234,360,1,1307462165.99369,1,3956
674,792,4,1307466268.08994,1,3957
717,914,1,1307469257.66766,1,3958
914,717,1,1307469454.83862,1,3959
891,307,2,1307471101.73818,1,3960
717,76,2,1307471285.79649,1,3961
76,717,2,1307471387.54054,1,3964
892,888,1,1307471428.05584,1,3965
649,915,5,1307471782.24185,1,3966
792,916,3,1307472278.67172,1,3967
854,882,5,1307473194.11002,1,3968
792,917,3,1307473435.98734,1,3969
916,792,3,1307473568.3879,1,3970
917,792,2,1307474579.79713,1,3971
792,894,3,1307474946.55474,1,3972
204,351,3,1307475960.06614,1,3973
792,702,2,1307476715.19085,1,3974
702,792,2,1307476736.61303,1,3975
792,919,3,1307477939.74926,1,3976
919,792,3,1307477945.55618,1,3977
792,920,3,1307478344.82249,1,3978
7,94,4,1307482055.23061,1,3981
868,921,1,1307484451.44005,1,3982
792,880,10,1307484510.79476,1,3983
921,868,1,1307484592.03936,1,3984
689,792,5,1307484712.42902,1,3985
852,7,5,1307485124.43004,1,3986
883,363,1,1307485802.15947,1,3987
363,883,1,1307485834.58711,1,3988
7,923,1,1307488001.4639,1,3989
923,7,7,1307488084.64369,1,3990
363,921,1,1307488599.73439,1,3991
921,363,1,1307488621.2971,1,3992
924,7,2,1307489376.58078,1,3993
868,892,3,1307489426.66615,1,3994
892,868,5,1307489605.79049,1,3995
792,854,7,1307490694.76889,1,3996
463,234,3,1307493931.75728,1,3997
234,463,3,1307494159.00209,1,3998
894,792,7,1307494954.5647,1,3999
133,234,1,1307495698.46409,1,4001
903,926,1,1307495711.6452,1,4002
234,133,1,1307495712.56309,1,4003
807,927,1,1307495862.78666,1,4004
926,903,1,1307495885.00799,1,4005
927,807,1,1307495913.05867,1,4006
234,495,1,1307497532.38883,1,4007
495,234,1,1307497898.54209,1,4008
730,928,2,1307498578.70912,1,4009
928,730,2,1307498712.02378,1,4010
538,845,2,1307499779.62652,1,4011
845,538,2,1307499815.92217,1,4012
928,789,1,1307500093.88305,1,4013
234,727,1,1307500644.69923,1,4014
727,234,3,1307500840.62411,1,4015
792,895,3,1307501211.73447,1,4016
883,314,1,1307501551.08172,1,4017
314,883,1,1307501633.42476,1,4018
895,792,3,1307501716.40932,1,4019
665,787,2,1307501757.02786,1,4020
787,665,2,1307502211.88204,1,4021
883,885,1,1307502768.79276,1,4022
885,883,1,1307502770.72698,1,4023
730,925,4,1307503294.57539,1,4024
234,927,2,1307507923.57988,1,4030
927,234,2,1307507949.29935,1,4031
160,927,1,1307508385.167,1,4032
927,160,1,1307508414.29268,1,4033
507,930,1,1307508874.97115,1,4034
930,507,1,1307508906.48369,1,4035
160,495,10,1307509354.71856,1,4036
674,931,2,1307509790.40014,1,4037
863,932,1,1307513544.44285,1,4039
702,933,1,1307513590.23171,1,4040
932,863,1,1307513829.48766,1,4043
933,702,1,1307517366.27442,1,4044
107,856,1,1307518545.10091,1,4046
685,934,2,1307522156.07703,1,4048
934,685,2,1307522172.6143,1,4049
27,854,1,1307524979.20492,1,4050
27,935,1,1307525004.4362,1,4051
27,936,1,1307525017.17703,1,4052
570,937,1,1307526243.27345,1,4053
937,570,10,1307526336.74756,1,4054
937,883,10,1307527425.37638,1,4057
883,937,1,1307528234.75806,1,4058
883,913,1,1307529583.90528,1,4059
913,883,1,1307529718.07795,1,4060
885,184,1,1307529735.23244,1,4061
184,885,1,1307529771.17626,1,4062
363,938,1,1307532439.24223,1,4063
939,938,2,1307534038.77166,1,4064
938,363,1,1307534157.70951,1,4065
910,27,1,1307535669.85654,1,4066
854,940,2,1307536958.07324,1,4067
741,787,3,1307540633.004,1,4068
787,741,3,1307540848.87195,1,4069
933,941,1,1307541361.60735,1,4070
941,933,2,1307541643.57758,1,4073
941,942,1,1307541712.39515,1,4074
942,941,1,1307541832.12646,1,4075
942,943,1,1307541856.09806,1,4076
944,730,2,1307543136.99081,1,4077
588,234,1,1307543981.09818,1,4078
335,891,1,1307544181.73155,1,4079
897,570,2,1307544681.59784,1,4080
570,897,2,1307544707.67247,1,4081
256,945,5,1307546135.17827,1,4082
913,603,1,1307546514.09957,1,4083
945,256,5,1307546683.46938,1,4084
692,520,2,1307547395.40926,1,4085
520,692,1,1307547518.70863,1,4086
900,69,2,1307547823.86134,1,4087
593,515,1,1307547903.11518,1,4088
901,886,2,1307547990.57193,1,4089
886,901,2,1307548068.24878,1,4090
771,877,2,1307548182.05885,1,4091
877,771,1,1307548217.28262,1,4092
913,946,1,1307548841.89596,1,4093
946,913,1,1307548901.10415,1,4094
436,715,2,1307549321.16295,1,4095
715,436,2,1307549328.91554,1,4096
404,845,2,1307550092.19254,1,4097
715,845,3,1307550132.17031,1,4098
450,947,4,1307551056.89898,1,4099
947,450,4,1307551189.00534,1,4100
210,202,8,1307552148.05063,1,4101
307,948,1,1307552732.41516,1,4102
7,798,3,1307553971.03366,1,4103
730,450,3,1307554251.8282,1,4104
450,730,3,1307554468.48263,1,4105
715,949,2,1307555397.27888,1,4106
515,593,2,1307555446.62738,1,4107
948,307,1,1307555648.95333,1,4108
949,715,2,1307555682.80046,1,4109
234,592,1,1307556179.47206,1,4110
592,234,1,1307556189.41798,1,4111
685,950,1,1307556293.68165,1,4112
943,942,1,1307556295.13771,1,4113
944,739,2,1307556321.61015,1,4114
950,685,1,1307556343.84557,1,4115
915,649,5,1307556686.83002,1,4116
553,951,2,1307557009.94446,1,4117
165,85,1,1307558012.68647,1,4118
872,890,2,1307559039.92175,1,4119
944,191,5,1307559545.58089,1,4120
515,545,2,1307560030.26874,1,4121
675,953,1,1307560463.02834,1,4122
165,954,1,1307560547.83476,1,4123
692,868,2,1307560627.37398,1,4124
953,675,2,1307560681.41194,1,4125
954,165,1,1307560745.55803,1,4126
868,692,3,1307560755.02921,1,4127
954,607,1,1307560920.46898,1,4128
379,450,9,1307561063.51115,1,4129
507,234,1,1307561356.41578,1,4130
234,507,1,1307561414.73897,1,4131
450,379,9,1307561491.00056,1,4132
545,515,1,1307561508.02735,1,4133
107,234,1,1307561840.5797,1,4134
234,107,2,1307561998.17923,1,4135
379,890,5,1307562191.03921,1,4136
440,484,2,1307562378.90938,1,4137
484,440,2,1307562423.31702,1,4138
804,955,1,1307562675.69244,1,4139
484,320,1,1307562805.36087,1,4140
320,484,1,1307562814.04873,1,4141
307,900,2,1307562999.64517,1,4142
891,335,1,1307563124.01899,1,4143
891,7,1,1307563143.77253,1,4144
576,638,2,1307564034.67345,1,4145
645,951,1,1307564188.88506,1,4146
566,865,1,1307564392.32623,1,4147
85,165,2,1307565727.37032,1,4148
715,956,2,1307566356.88693,1,4149
956,715,2,1307566445.91193,1,4150
592,515,1,1307566888.63755,1,4151
515,592,2,1307567028.47584,1,4152
234,938,1,1307567218.37023,1,4153
798,957,1,1307567836.23467,1,4154
730,234,5,1307568034.44087,1,4155
234,730,2,1307568043.88475,1,4156
865,566,1,1307568207.51843,1,4157
234,588,2,1307569068.18168,1,4158
592,959,1,1307569192.49012,1,4159
944,610,2,1307569263.99642,1,4160
959,592,1,1307569433.99576,1,4161
845,715,3,1307570473.23701,1,4163
845,404,2,1307570491.16623,1,4164
903,538,3,1307570699.00964,1,4165
538,903,3,1307570757.65036,1,4166
792,817,3,1307571033.21988,1,4167
515,960,2,1307571308.78956,1,4168
960,515,2,1307571388.69687,1,4169
532,510,1,1307571912.10493,1,4170
817,792,3,1307571944.39453,1,4171
592,780,1,1307572055.51493,1,4172
692,429,3,1307572295.18802,1,4173
429,692,2,1307572342.80175,1,4174
863,903,2,1307572407.91127,1,4175
903,863,2,1307572496.20608,1,4176
792,234,3,1307572525.77824,1,4177
234,792,4,1307572549.38641,1,4178
961,234,2,1307572657.31094,1,4179
961,453,1,1307572789.93999,1,4180
961,962,2,1307572796.75537,1,4181
510,532,1,1307573361.87199,1,4182
961,963,2,1307573516.90069,1,4183
963,961,2,1307573602.92766,1,4184
938,964,4,1307573940.92526,1,4185
964,938,4,1307573971.25807,1,4186
453,961,2,1307574677.48845,1,4187
962,961,2,1307574743.92151,1,4188
234,961,1,1307574782.61727,1,4189
868,885,1,1307575302.10688,1,4190
885,868,1,1307575723.71931,1,4191
102,958,1,1307575888.18579,1,4192
961,888,1,1307576110.65464,1,4193
888,961,1,1307576580.81679,1,4194
798,7,3,1307577160.52203,1,4195
883,821,1,1307577880.70883,1,4196
792,787,3,1307578937.93978,1,4197
453,966,1,1307579426.34526,1,4198
966,453,2,1307579437.25009,1,4199
702,967,1,1307579827.73374,1,4200
967,702,1,1307579860.35387,1,4201
883,968,1,1307579972.5204,1,4202
883,927,1,1307580668.14503,1,4203
792,969,2,1307581408.65491,1,4204
453,693,1,1307581829.68772,1,4205
693,453,1,1307581859.53819,1,4206
927,970,1,1307582030.65178,1,4207
970,927,1,1307582082.4101,1,4208
30,587,2,1307584740.12535,1,4209
234,971,2,1307584783.70413,1,4210
821,883,1,1307584843.96379,1,4211
971,234,2,1307585034.09237,1,4212
515,972,2,1307585076.94418,1,4214
972,515,10,1307585128.50814,1,4216
647,868,10,1307585335.36126,1,4217
970,792,1,1307585736.95685,1,4219
792,970,3,1307585753.51147,1,4220
864,955,1,1307586601.84608,1,4224
868,883,1,1307587253.79912,1,4225
955,864,1,1307587339.86634,1,4226
885,927,1,1307587475.21769,1,4227
483,85,1,1307587477.2599,1,4228
883,868,5,1307587486.53359,1,4229
868,973,10,1307587660.14829,1,4230
927,885,1,1307587791.20964,1,4231
784,975,4,1307588450.42094,1,4232
975,784,4,1307588545.10165,1,4233
7,891,2,1307589276.42148,1,4234
792,19,10,1307589524.28958,1,4235
932,947,4,1307590657.99359,1,4237
947,932,4,1307591090.0337,1,4238
868,976,1,1307591344.46433,1,4239
792,2,3,1307591400.23812,1,4240
976,868,1,1307591412.59273,1,4241
973,868,10,1307591807.12293,1,4242
868,977,1,1307592329.85342,1,4244
977,868,5,1307592403.43858,1,4245
318,877,1,1307592649.00938,1,4247
877,318,1,1307592821.94894,1,4249
885,592,1,1307594579.94462,1,4250
592,885,2,1307594638.7729,1,4251
737,17,2,1307595728.13772,1,4252
877,259,1,1307595957.41275,1,4253
885,191,2,1307597869.37132,1,4256
566,592,1,1307598526.49211,1,4258
864,835,2,1307599939.78116,1,4263
835,864,2,1307600019.82732,1,4264
792,913,2,1307600369.44274,1,4265
518,980,3,1307600422.43657,1,4266
980,518,3,1307600466.2782,1,4267
836,314,1,1307600647.83707,1,4269
913,792,3,1307600756.03128,1,4270
979,980,1,1307600816.30843,1,4271
877,981,1,1307601564.6855,1,4272
979,856,1,1307601615.72246,1,4273
981,877,1,1307601650.97167,1,4274
864,437,3,1307602063.88157,1,4275
979,592,1,1307602127.71761,1,4276
592,979,1,1307602150.21953,1,4277
437,759,3,1307602727.74416,1,4278
759,437,4,1307602736.67976,1,4279
792,689,5,1307603548.58442,1,4280
980,982,1,1307604911.14267,1,4281
982,980,1,1307604935.20626,1,4282
868,792,3,1307608473.86015,1,4283
792,868,4,1307608682.66524,1,4284
883,983,1,1307609888.99628,1,4285
792,984,1,1307612044.15615,1,4286
984,792,8,1307614262.98963,1,4287
983,883,10,1307614279.79078,1,4288
985,586,1,1307614357.13147,1,4289
984,868,5,1307614462.5308,1,4290
787,792,3,1307614623.03414,1,4291
586,985,1,1307614624.05631,1,4292
586,429,1,1307614704.79239,1,4293
888,792,3,1307614968.23038,1,4294
792,888,3,1307615207.21506,1,4295
686,986,1,1307616587.12859,1,4296
987,792,9,1307616866.68731,1,4297
885,988,1,1307617167.48734,1,4298
988,885,1,1307617243.6013,1,4299
735,989,1,1307617585.57149,1,4300
986,686,1,1307617618.81806,1,4301
735,990,1,1307617692.50028,1,4302
957,798,1,1307618196.67593,1,4305
667,991,5,1307618508.65938,1,4306
991,667,5,1307619491.89138,1,4307
792,730,2,1307621687.83733,1,4309
920,792,3,1307621863.56027,1,4310
792,987,3,1307623624.48759,1,4311
792,992,3,1307624046.19962,1,4312
641,594,1,1307624206.04313,1,4313
594,641,1,1307624492.87866,1,4314
992,792,3,1307625226.84196,1,4315
936,27,2,1307626023.7975,1,4316
792,993,1,1307626329.77137,1,4317
993,792,1,1307626346.55581,1,4318
864,792,1,1307627156.37388,1,4319
792,202,10,1307627453.49948,1,4320
450,986,2,1307627569.11932,1,4321
986,450,2,1307627744.79723,1,4322
450,885,2,1307627781.5205,1,4323
885,450,2,1307628161.10781,1,4324
885,792,4,1307628687.86112,1,4325
920,938,2,1307631640.20204,1,4326
610,944,-10,1307632338.53216,-1,4328
739,944,-10,1307632681.4739,-1,4329
868,984,3,1307633144.63132,1,4330
938,920,2,1307634001.43649,1,4331
938,973,2,1307634694.90215,1,4332
973,938,2,1307635337.36449,1,4333
436,813,2,1307635536.0494,1,4334
410,995,1,1307635900.89054,1,4335
638,910,2,1307637485.28323,1,4336
234,46,1,1307637571.15487,1,4337
867,996,1,1307637898.53788,1,4338
854,997,2,1307638083.3643,1,4339
854,998,2,1307638110.49375,1,4340
674,868,3,1307638345.21499,1,4341
996,867,2,1307638542.14355,1,4342
989,735,1,1307639639.56112,1,4344
813,436,3,1307640295.59404,1,4345
973,999,1,1307640916.23668,1,4346
910,638,8,1307642325.01733,1,4348
588,566,1,1307642448.39026,1,4349
566,588,1,1307642483.62521,1,4350
484,973,1,1307644420.64469,1,4352
973,484,1,1307644474.11298,1,4353
999,973,1,1307644530.6493,1,4354
739,107,7,1307644943.21229,1,4355
107,739,7,1307644972.10058,1,4356
900,307,2,1307645207.85143,1,4357
997,692,2,1307646812.51758,1,4358
886,437,3,1307647502.11008,1,4359
437,886,3,1307647558.87609,1,4360
980,720,4,1307649832.11877,1,4361
965,1000,2,1307651318.45128,1,4362
7,1001,2,1307651649.19391,1,4363
437,1002,1,1307651684.85958,1,4364
1002,437,1,1307651834.42717,1,4365
1000,965,5,1307652818.21086,1,4366
436,501,4,1307653108.98937,1,4367
501,436,10,1307653158.67443,1,4368
437,277,1,1307654516.14251,1,4369
792,811,1,1307656309.90015,1,4370
811,792,1,1307656344.45181,1,4371
973,965,3,1307657264.49701,1,4372
965,973,3,1307657358.51145,1,4373
792,922,2,1307657388.17545,1,4374
903,794,2,1307657677.83244,1,4375
922,792,3,1307657678.87583,1,4376
903,795,1,1307657741.79678,1,4377
792,1004,1,1307658489.60797,1,4378
1004,792,1,1307658512.08033,1,4379
588,827,1,1307659007.51222,1,4380
969,792,3,1307659213.42473,1,4381
965,1005,1,1307660486.48874,1,4382
1005,965,1,1307660641.04868,1,4383
171,862,2,1307661623.96387,1,4384
314,1006,8,1307661865.88718,1,4385
792,1007,2,1307662416.18633,1,4386
888,973,5,1307662522.04252,1,4387
1007,792,2,1307662580.3566,1,4388
973,888,3,1307662591.43517,1,4389
969,1008,2,1307662888.05567,1,4390
965,1008,3,1307662942.21466,1,4391
1008,965,3,1307662998.04378,1,4392
1008,969,3,1307663005.61824,1,4393
792,568,1,1307663308.58059,1,4394
568,792,1,1307663526.6326,1,4395
140,1009,1,1307664373.73066,1,4396
792,965,5,1307664393.24943,1,4397
792,1010,2,1307665198.07311,1,4398
1010,792,2,1307665348.55201,1,4399
140,1011,1,1307665657.47902,1,4400
1011,140,1,1307665738.04411,1,4401
973,1008,3,1307665769.71958,1,4402
1008,973,3,1307665865.75435,1,4403
792,885,4,1307666035.75923,1,4404
1009,140,2,1307666430.86353,1,4407
885,880,2,1307666638.46002,1,4408
880,885,2,1307666954.64486,1,4410
885,973,1,1307667039.93388,1,4411
973,885,1,1307667092.12981,1,4412
880,1011,1,1307667141.85897,1,4413
1011,880,1,1307667176.97412,1,4414
880,685,2,1307667215.13305,1,4415
880,256,1,1307667299.19693,1,4416
880,883,3,1307667467.54268,1,4417
880,881,2,1307667538.53782,1,4418
795,903,1,1307669560.22032,1,4419
880,792,10,1307670458.69932,1,4420
882,566,10,1307670990.241,1,4421
566,882,1,1307671079.47443,1,4422
969,1013,2,1307671180.04432,1,4423
514,660,1,1307672540.51329,1,4424
880,1014,1,1307673065.98054,1,4425
1014,880,1,1307673163.55803,1,4426
702,986,1,1307673226.05187,1,4427
986,702,1,1307673422.14008,1,4428
792,897,1,1307674012.1942,1,4429
968,1015,1,1307674277.61599,1,4430
1015,968,1,1307674333.5331,1,4431
15,46,3,1307675562.22519,1,4432
15,4,3,1307675595.63479,1,4433
15,286,1,1307675624.77345,1,4434
15,7,9,1307675825.15113,1,4435
15,18,5,1307676106.1545,1,4436
1000,765,-10,1307677120.56877,-1,4438
968,1016,2,1307679924.87434,1,4439
1016,968,2,1307680090.56434,1,4440
1017,693,1,1307680393.74429,1,4441
965,1010,3,1307680576.86914,1,4442
792,875,3,1307680601.91991,1,4443
875,792,3,1307680709.37374,1,4444
1010,965,3,1307680716.82741,1,4445
974,1003,1,1307680900.0506,1,4446
1003,974,1,1307680900.75003,1,4447
965,974,1,1307681139.18758,1,4448
974,965,1,1307681177.14323,1,4449
494,792,1,1307682798.74898,1,4450
974,737,10,1307683051.78848,1,4451
437,765,-10,1307683185.96923,-1,4452
445,1018,1,1307683355.52862,1,4453
1018,445,5,1307683482.95462,1,4454
1000,437,2,1307683718.33234,1,4455
968,1019,1,1307683894.20865,1,4456
53,96,2,1307684812.97711,1,4457
1013,969,1,1307685314.87303,1,4458
968,114,1,1307685350.41998,1,4459
970,813,2,1307686388.68882,1,4461
813,970,2,1307686502.19423,1,4462
792,1020,5,1307687893.82865,1,4463
1020,792,5,1307688597.52129,1,4464
1020,919,5,1307688639.93977,1,4465
897,986,2,1307691837.56462,1,4466
986,897,2,1307692210.56972,1,4467
897,1013,3,1307694558.49372,1,4468
1013,897,3,1307694589.1834,1,4469
897,1021,2,1307695327.45359,1,4470
1021,897,1,1307695354.23711,1,4471
942,1022,1,1307695479.09926,1,4472
965,868,3,1307697178.78209,1,4475
868,965,2,1307697178.88915,1,4476
942,948,1,1307697217.21419,1,4477
938,1023,2,1307699955.53396,1,4478
1023,938,2,1307700029.92011,1,4479
868,986,1,1307700115.31859,1,4480
986,868,10,1307700864.73325,1,4481
965,964,1,1307707981.23237,1,4482
676,533,5,1307713667.95545,1,4483
1003,986,2,1307716545.58676,1,4484
1019,968,1,1307718654.92522,1,4485
234,723,1,1307719858.08867,1,4486
846,792,1,1307720535.82747,1,4487
81,1010,1,1307721067.5561,1,4488
986,1003,2,1307721450.66047,1,4489
624,233,3,1307722288.26053,1,4490
935,867,1,1307723172.33805,1,4491
867,935,1,1307723201.68911,1,4492
715,826,3,1307723594.31297,1,4493
917,938,-10,1307723843.43139,-1,4494
171,594,3,1307724203.60958,1,4495
594,171,2,1307724216.96126,1,4496
224,18,4,1307724318.33317,1,4497
577,868,1,1307724791.11664,1,4498
612,536,5,1307725290.12679,1,4499
536,612,5,1307726060.71087,1,4500
460,792,1,1307726837.57821,1,4501
481,867,1,1307726987.95861,1,4502
867,481,1,1307727020.94032,1,4503
527,792,-1,1307727191.58084,-1,4504
966,792,2,1307729125.06077,1,4505
792,966,1,1307729267.16611,1,4506
379,14,6,1307730783.36341,1,4507
692,107,2,1307730792.98882,1,4508
14,379,2,1307730796.23097,1,4509
107,692,2,1307730811.72804,1,4510
638,576,2,1307731568.65063,1,4511
507,837,1,1307733504.13534,1,4512
918,1025,1,1307733876.76183,1,4513
1025,918,1,1307734209.20016,1,4514
837,507,1,1307734589.34293,1,4515
611,311,2,1307734889.95377,1,4516
311,611,2,1307735101.54002,1,4517
85,1026,1,1307735122.2345,1,4518
1026,85,1,1307735142.24411,1,4519
868,453,1,1307735319.02595,1,4520
868,827,3,1307735608.73301,1,4521
780,868,1,1307736362.45142,1,4522
868,952,2,1307736392.25982,1,4523
842,690,2,1307737378.27418,1,4524
868,914,2,1307738858.08028,1,4525
914,868,2,1307738918.39157,1,4526
948,942,1,1307740765.6696,1,4527
868,780,2,1307740945.17903,1,4528
494,1028,10,1307743411.8053,1,4529
441,1023,2,1307744187.23179,1,4530
1023,441,2,1307744303.60226,1,4531
494,105,5,1307744661.64155,1,4532
105,494,5,1307744683.09407,1,4533
187,1029,1,1307745091.61975,1,4534
171,1030,1,1307745377.34707,1,4535
1029,187,1,1307745448.61933,1,4536
1030,171,3,1307745511.13549,1,4537
280,690,1,1307745545.38169,1,4538
1022,1031,1,1307747471.89268,1,4539
1022,942,1,1307747780.14099,1,4540
1010,81,1,1307750498.98475,1,4541
445,805,1,1307752043.9821,1,4542
805,445,1,1307752666.26483,1,4543
494,491,10,1307752976.09666,1,4544
171,1033,2,1307754237.29086,1,4545
46,792,-10,1307754328.44371,-1,4546
1033,171,7,1307754402.70538,1,4547
106,1028,1,1307756320.7529,1,4549
445,104,5,1307758050.03676,1,4550
104,445,3,1307758095.85215,1,4551
1003,445,2,1307760350.11498,1,4552
693,1034,2,1307761283.47426,1,4553
1034,693,8,1307761365.28918,1,4554
1034,927,2,1307762504.86009,1,4555
720,1035,5,1307763577.08613,1,4556
1035,720,5,1307763642.79941,1,4557
849,720,5,1307763813.81303,1,4558
720,1036,10,1307764705.40095,1,4560
1034,868,2,1307765274.82741,1,4561
693,1033,3,1307765314.71947,1,4562
